Longitude,Latitude,Actual_UHI,Predicted_UHI,Correct
-70.74360667,-33.38006167,Medium,High,False
-70.74370167,-33.379735,Medium,High,False
-70.74383333,-33.37939667,Medium,High,False
-70.74396333,-33.37905333,Medium,High,False
-70.74408833,-33.378725,High,High,True
-70.74419333,-33.378445,High,High,True
-70.74419,-33.37813667,High,High,True
-70.743995,-33.37789167,High,High,True
-70.74379333,-33.37766333,High,High,True
-70.74345333,-33.3775,High,High,True
-70.74301333,-33.37759667,High,High,True
-70.742595,-33.377685,High,High,True
-70.74224167,-33.377765,High,High,True
-70.74190167,-33.37784167,High,High,True
-70.741535,-33.37791833,High,High,True
-70.74121167,-33.37797833,High,High,True
-70.740735,-33.37812167,High,High,True
-70.74022667,-33.37823667,High,High,True
-70.73984,-33.37816167,High,High,True
-70.73974,-33.37786833,High,High,True
-70.73963167,-33.37759667,High,High,True
-70.73949167,-33.377365,High,High,True
-70.73934,-33.37713167,High,High,True
-70.73917,-33.37690833,High,High,True
-70.73884167,-33.376625,High,High,True
-70.73857667,-33.37643333,High,High,True
-70.73833,-33.376275,High,High,True
-70.73807833,-33.37609,High,High,True
-70.73786833,-33.375875,High,High,True
-70.737695,-33.37566,High,High,True
-70.737605,-33.375355,High,High,True
-70.73771167,-33.37508667,High,High,True
-70.73786833,-33.37484,High,High,True
-70.73804,-33.37459333,High,High,True
-70.73822667,-33.37433667,High,High,True
-70.73834167,-33.37402333,High,High,True
-70.73831667,-33.37368333,High,High,True
-70.738175,-33.37336167,High,High,True
-70.73793833,-33.37308,High,High,True
-70.73766,-33.37285,High,High,True
-70.73743167,-33.37267833,High,High,True
-70.73769167,-33.37225833,High,High,True
-70.737715,-33.37190333,High,High,True
-70.73734,-33.37188333,High,High,True
-70.73694333,-33.371935,High,High,True
-70.73654,-33.37198167,High,High,True
-70.73623333,-33.37199667,High,High,True
-70.73581333,-33.37201833,High,High,True
-70.73529167,-33.37209167,High,High,True
-70.734795,-33.37218,High,High,True
-70.73432,-33.37222167,High,High,True
-70.73380167,-33.37227667,High,High,True
-70.733245,-33.372355,High,High,True
-70.73270833,-33.37242,High,High,True
-70.73216167,-33.37247333,High,High,True
-70.73164333,-33.372515,Medium,High,False
-70.73113167,-33.372575,Medium,High,False
-70.73061,-33.37263667,High,High,True
-70.73014333,-33.3727,Medium,High,False
-70.72983167,-33.37284833,High,High,True
-70.72957167,-33.37304,High,High,True
-70.72927,-33.37327667,High,High,True
-70.72893167,-33.37356,Medium,High,False
-70.72868,-33.37375667,Medium,High,False
-70.72840667,-33.37397,High,High,True
-70.72812333,-33.37418167,High,High,True
-70.72781833,-33.37442,High,High,True
-70.727535,-33.37466833,High,High,True
-70.727245,-33.37491167,High,High,True
-70.72693,-33.37512333,High,High,True
-70.72668167,-33.37532833,High,High,True
-70.72634833,-33.37560333,High,High,True
-70.72610667,-33.37581833,Medium,High,False
-70.72581333,-33.37606,High,High,True
-70.72553,-33.37628333,Medium,High,False
-70.72523167,-33.37651167,High,High,True
-70.7249,-33.376765,High,High,True
-70.72451833,-33.37705667,High,High,True
-70.72423667,-33.377275,High,High,True
-70.72393667,-33.37751667,High,High,True
-70.72368667,-33.37770667,High,Medium,False
-70.72333833,-33.37798,High,High,True
-70.72307667,-33.37819333,High,Medium,False
-70.72273167,-33.37858833,High,High,True
-70.72290833,-33.37889167,High,High,True
-70.72308833,-33.37917833,High,High,True
-70.72325,-33.37942833,High,High,True
-70.72339833,-33.37967333,Medium,High,False
-70.72356833,-33.37993667,Medium,High,False
-70.72375333,-33.38022833,High,High,True
-70.72389833,-33.38044167,High,High,True
-70.72396333,-33.38085,High,High,True
-70.72393667,-33.38110167,High,High,True
-70.72391833,-33.38140333,High,High,True
-70.72390167,-33.38173333,High,High,True
-70.72387833,-33.38215833,High,High,True
-70.72385167,-33.38250333,High,High,True
-70.72385333,-33.382845,High,High,True
-70.72388833,-33.38321667,Medium,High,False
-70.72372,-33.38355167,Medium,Medium,True
-70.723305,-33.38345333,High,High,True
-70.72294833,-33.38342667,High,Medium,False
-70.72257167,-33.38340167,High,High,True
-70.722175,-33.383365,High,Medium,False
-70.72172333,-33.38332833,High,Medium,False
-70.721265,-33.383255,High,High,True
-70.720975,-33.38321333,High,High,True
-70.72064167,-33.38313667,Medium,High,False
-70.72016833,-33.38302667,Medium,High,False
-70.71971333,-33.38289333,Medium,High,False
-70.719335,-33.382785,Medium,High,False
-70.71904333,-33.38269333,High,High,True
-70.71864833,-33.38265,High,Medium,False
-70.71847333,-33.38241333,High,High,True
-70.71841833,-33.38203333,High,High,True
-70.71830667,-33.38171833,Medium,High,False
-70.71819167,-33.38141333,Medium,High,False
-70.718085,-33.38113667,High,High,True
-70.71795,-33.38073667,High,High,True
-70.717915,-33.380395,High,High,True
-70.71798333,-33.37999833,Medium,High,False
-70.71816167,-33.37962833,High,High,True
-70.71830333,-33.37925,High,High,True
-70.71843667,-33.378965,High,High,True
-70.71862833,-33.37860667,High,High,True
-70.71872833,-33.378205,Medium,High,False
-70.71843167,-33.37781667,Medium,High,False
-70.71817333,-33.37749833,Medium,High,False
-70.71791667,-33.37719333,High,High,True
-70.71765333,-33.376865,High,High,True
-70.71740833,-33.37655,High,High,True
-70.71713833,-33.376225,High,High,True
-70.71686333,-33.3759,High,High,True
-70.71658667,-33.37555333,High,High,True
-70.71633,-33.37526,High,High,True
-70.71609167,-33.37497167,High,High,True
-70.715855,-33.37470167,High,High,True
-70.715335,-33.37434167,High,High,True
-70.71496167,-33.37432167,High,High,True
-70.71451167,-33.374255,High,High,True
-70.714055,-33.374195,High,High,True
-70.71361333,-33.37410833,High,High,True
-70.71306,-33.374005,High,High,True
-70.71253167,-33.373855,High,High,True
-70.712045,-33.37367167,High,High,True
-70.71153333,-33.37347167,High,High,True
-70.711,-33.37322333,High,High,True
-70.71055333,-33.372955,High,High,True
-70.71007833,-33.372655,High,High,True
-70.70964,-33.37236333,High,High,True
-70.70915167,-33.37208167,Medium,High,False
-70.70870333,-33.37177167,Medium,High,False
-70.70820833,-33.37150167,Medium,High,False
-70.707745,-33.37122167,High,High,True
-70.70724833,-33.37092833,High,High,True
-70.70678167,-33.37067167,High,High,True
-70.706345,-33.37034667,High,High,True
-70.70589333,-33.37007167,High,High,True
-70.70545,-33.36991667,High,High,True
-70.70502,-33.36974,High,High,True
-70.704675,-33.36942167,High,High,True
-70.70426667,-33.36916,High,High,True
-70.70382167,-33.36887833,High,High,True
-70.70341167,-33.368585,High,High,True
-70.70305,-33.36832167,High,High,True
-70.70268833,-33.368085,High,High,True
-70.70244833,-33.36782667,Medium,High,False
-70.70248333,-33.36755167,Medium,High,False
-70.70279167,-33.36729167,Medium,High,False
-70.703115,-33.366895,High,High,True
-70.70345167,-33.36651667,High,High,True
-70.70376833,-33.36614167,Medium,High,False
-70.70404833,-33.36580667,Medium,High,False
-70.704295,-33.365545,Medium,High,False
-70.70458333,-33.365345,Medium,High,False
-70.704995,-33.36532667,High,High,True
-70.70540167,-33.365405,High,High,True
-70.706535,-33.36569833,High,High,True
-70.70692333,-33.36578333,High,High,True
-70.70737167,-33.36587667,High,High,True
-70.70782167,-33.36591,High,High,True
-70.70826167,-33.365905,High,High,True
-70.70867667,-33.36590167,High,High,True
-70.70915833,-33.36592833,Medium,High,False
-70.70966667,-33.36598833,High,High,True
-70.71017167,-33.36606167,High,High,True
-70.71066167,-33.36614333,High,High,True
-70.71105333,-33.36621333,High,Medium,False
-70.711355,-33.36627333,High,High,True
-70.71175667,-33.36633167,High,High,True
-70.71208333,-33.36639,High,High,True
-70.71243167,-33.36646333,High,High,True
-70.71282,-33.36655333,High,High,True
-70.71322667,-33.36664,High,High,True
-70.71381167,-33.36646667,Medium,High,False
-70.71391333,-33.36611833,Medium,High,False
-70.71401667,-33.36579833,Medium,High,False
-70.71409333,-33.36551,Medium,High,False
-70.71407833,-33.36519,Medium,High,False
-70.71404833,-33.36482333,Medium,High,False
-70.71401667,-33.36446,Medium,High,False
-70.71399,-33.3641,Medium,Low,False
-70.71397333,-33.36377667,Low,High,False
-70.71397333,-33.363365,Low,High,False
-70.71404667,-33.36308,Medium,High,False
-70.71407833,-33.36278833,Low,High,False
-70.714055,-33.36245167,Low,High,False
-70.71403167,-33.36220333,Low,High,False
-70.71399667,-33.36179167,Medium,Medium,True
-70.71397667,-33.36148333,Medium,High,False
-70.71402333,-33.36123,Medium,Medium,True
-70.71446667,-33.36122667,Medium,High,False
-70.71479667,-33.361215,Medium,High,False
-70.71510833,-33.36120833,Medium,High,False
-70.71569,-33.36110333,Medium,High,False
-70.71615833,-33.36099167,High,High,True
-70.716565,-33.36089833,Medium,High,False
-70.71695833,-33.36082167,Medium,Medium,True
-70.71730167,-33.36074,Medium,Medium,True
-70.717655,-33.360665,Medium,High,False
-70.717965,-33.36060667,Medium,High,False
-70.71825167,-33.36053333,Medium,Low,False
-70.71868,-33.360425,High,Medium,False
-70.71988833,-33.36017167,High,Low,False
-70.72029667,-33.36011,High,Medium,False
-70.72080167,-33.35985333,High,High,True
-70.7208,-33.35955833,High,High,True
-70.720785,-33.359215,Medium,High,False
-70.720775,-33.358875,Medium,Medium,True
-70.72076667,-33.35851833,High,High,True
-70.72075333,-33.35816833,High,High,True
-70.72074,-33.357845,High,High,True
-70.72073667,-33.35749,High,High,True
-70.72073,-33.35707833,High,High,True
-70.72071667,-33.35677333,High,High,True
-70.72071333,-33.356425,High,High,True
-70.72069833,-33.356045,High,High,True
-70.72067833,-33.35563167,High,High,True
-70.72071667,-33.35523833,High,High,True
-70.72074,-33.354865,High,High,True
-70.72076667,-33.35454667,High,High,True
-70.721135,-33.35443167,High,High,True
-70.72148333,-33.35433667,High,High,True
-70.72188833,-33.354225,High,High,True
-70.72227833,-33.35413167,High,Medium,False
-70.72271667,-33.35402833,High,High,True
-70.723235,-33.35394667,High,Medium,False
-70.723655,-33.35383167,High,High,True
-70.72404,-33.35377333,High,High,True
-70.72440667,-33.35373,High,Low,False
-70.72478,-33.353685,High,High,True
-70.72514333,-33.35364833,High,High,True
-70.725555,-33.35359333,High,High,True
-70.725955,-33.353535,High,Medium,False
-70.72638833,-33.35345333,High,High,True
-70.72682167,-33.35334833,High,Medium,False
-70.72726,-33.3533,High,High,True
-70.72770667,-33.35318167,High,High,True
-70.72815,-33.35307833,High,Low,False
-70.72895833,-33.35281333,High,High,True
-70.72912,-33.35307833,High,High,True
-70.72913833,-33.35338667,High,High,True
-70.72916,-33.35376,High,High,True
-70.72917167,-33.35412833,High,High,True
-70.72919667,-33.35448667,Medium,High,False
-70.72922833,-33.35485167,Medium,High,False
-70.72923833,-33.35518,High,High,True
-70.72926,-33.35548,High,Medium,False
-70.72928333,-33.35591167,High,High,True
-70.72931667,-33.35659833,High,High,True
-70.72932167,-33.35685833,High,High,True
-70.72930667,-33.35745667,High,High,True
-70.72941667,-33.35767833,High,High,True
-70.72976,-33.35768667,High,High,True
-70.73010833,-33.35768167,High,High,True
-70.73043,-33.35769833,High,High,True
-70.73080833,-33.35771333,High,High,True
-70.73121333,-33.357725,High,Medium,False
-70.731615,-33.35774333,High,High,True
-70.73206,-33.35775167,High,High,True
-70.732465,-33.35775667,High,High,True
-70.73297,-33.35775833,High,Medium,False
-70.73344667,-33.35776667,High,Medium,False
-70.73383167,-33.357775,High,High,True
-70.734195,-33.35778667,Medium,High,False
-70.73455,-33.35779333,Medium,High,False
-70.73497667,-33.35778833,Medium,High,False
-70.73544,-33.3578,Medium,High,False
-70.73594333,-33.35779833,High,High,True
-70.73642167,-33.35784,High,High,True
-70.73680833,-33.35791667,High,High,True
-70.73729,-33.35792,High,High,True
-70.73738,-33.357575,High,High,True
-70.73746833,-33.35730667,High,High,True
-70.73755333,-33.35698833,High,High,True
-70.73765,-33.35665,High,High,True
-70.73775833,-33.35627167,High,High,True
-70.73786,-33.35592667,High,High,True
-70.73831667,-33.35582,High,High,True
-70.73866,-33.35577,High,High,True
-70.73902833,-33.35572,High,High,True
-70.73940667,-33.35568,High,High,True
-70.73977333,-33.35563167,High,Medium,False
-70.74015333,-33.35557833,High,High,True
-70.74050167,-33.35552833,High,High,True
-70.74085,-33.35548833,High,High,True
-70.74122333,-33.355445,High,High,True
-70.74159833,-33.35540667,High,High,True
-70.74197167,-33.35535333,High,High,True
-70.74235333,-33.35530833,High,High,True
-70.74276333,-33.35525667,High,High,True
-70.74309333,-33.35521,High,High,True
-70.74344333,-33.35515833,High,High,True
-70.74379333,-33.35511,High,High,True
-70.74410833,-33.35506667,High,High,True
-70.74453,-33.355015,High,High,True
-70.744855,-33.35496667,High,High,True
-70.74523667,-33.354905,High,High,True
-70.74562333,-33.35486833,High,High,True
-70.74598667,-33.35483333,High,High,True
-70.74626667,-33.35481833,High,High,True
-70.74672833,-33.35476,High,Low,False
-70.74727833,-33.35471667,High,High,True
-70.74763833,-33.35468333,High,Medium,False
-70.74836667,-33.354595,High,Low,False
-70.748675,-33.35457167,High,High,True
-70.74915,-33.35451333,High,High,True
-70.749475,-33.3545,High,High,True
-70.74959333,-33.35493167,High,Medium,False
-70.74994833,-33.355065,High,High,True
-70.75027167,-33.3552,High,High,True
-70.75061667,-33.35532667,High,High,True
-70.75099167,-33.35547833,High,High,True
-70.751335,-33.355615,High,High,True
-70.75167833,-33.35576,High,High,True
-70.7517,-33.35600333,High,High,True
-70.75151833,-33.35638667,High,High,True
-70.75134,-33.35674667,High,High,True
-70.75116833,-33.35713167,High,High,True
-70.751015,-33.35748333,High,Medium,False
-70.75082833,-33.35783833,High,High,True
-70.75064167,-33.35823333,High,Medium,False
-70.75047667,-33.35853167,High,High,True
-70.75029,-33.35885,High,High,True
-70.74982833,-33.35962,High,High,True
-70.74968167,-33.35985667,High,High,True
-70.749265,-33.360525,High,High,True
-70.74948,-33.36093,High,Low,False
-70.74981667,-33.36102333,High,High,True
-70.75020667,-33.3611,High,High,True
-70.75060833,-33.361165,High,High,True
-70.75100167,-33.36124,High,Low,False
-70.75133667,-33.36130333,High,Low,False
-70.75172333,-33.36137667,High,High,True
-70.75209167,-33.361445,High,High,True
-70.75246167,-33.36151667,High,High,True
-70.752765,-33.36157333,High,High,True
-70.75315833,-33.361645,High,High,True
-70.75360667,-33.36173833,High,High,True
-70.75399667,-33.36179667,High,High,True
-70.753975,-33.36215333,High,High,True
-70.75381667,-33.36244833,High,High,True
-70.75368167,-33.36277,High,High,True
-70.75352,-33.36310833,High,High,True
-70.75335667,-33.36348167,High,High,True
-70.753155,-33.36388667,High,High,True
-70.75305,-33.36419167,High,High,True
-70.75305833,-33.36447833,High,High,True
-70.753395,-33.36479667,Medium,High,False
-70.75366667,-33.36502333,High,High,True
-70.75395167,-33.36525833,High,High,True
-70.75429333,-33.365535,Medium,High,False
-70.75463333,-33.36581667,High,High,True
-70.754955,-33.36604833,Medium,High,False
-70.75522333,-33.36625167,High,High,True
-70.755145,-33.36644,High,High,True
-70.75485167,-33.36650333,High,High,True
-70.75440667,-33.366605,Medium,High,False
-70.75402,-33.36669333,High,High,True
-70.75359667,-33.366795,High,High,True
-70.75321833,-33.366875,High,High,True
-70.75283,-33.36696667,Medium,High,False
-70.752435,-33.36705833,Medium,High,False
-70.75204833,-33.36713833,Medium,High,False
-70.75171667,-33.36721667,Medium,High,False
-70.751365,-33.36729333,High,High,True
-70.751045,-33.36734833,High,High,True
-70.75068333,-33.36743167,High,High,True
-70.75029,-33.36753,High,High,True
-70.74981833,-33.36763667,High,High,True
-70.74936333,-33.367745,High,High,True
-70.7489,-33.36782167,High,High,True
-70.74848833,-33.36788,Medium,High,False
-70.74818667,-33.367925,High,High,True
-70.747825,-33.36800667,High,High,True
-70.74747167,-33.36809833,High,High,True
-70.74707667,-33.36818333,High,High,True
-70.74665,-33.36829,High,High,True
-70.74631,-33.36841,High,High,True
-70.74648833,-33.368855,Medium,Medium,True
-70.74659833,-33.36915333,High,High,True
-70.74668667,-33.369405,High,Medium,False
-70.74674167,-33.3697,High,High,True
-70.746355,-33.36983333,High,High,True
-70.74599833,-33.36991,High,High,True
-70.745605,-33.36999667,High,High,True
-70.745235,-33.37008833,High,High,True
-70.74485167,-33.37018167,High,High,True
-70.7445,-33.37028167,High,High,True
-70.74405,-33.37037333,High,High,True
-70.74370833,-33.370435,High,Low,False
-70.74329,-33.37054833,High,High,True
-70.74297667,-33.37062333,High,High,True
-70.74262,-33.37073,High,High,True
-70.74274333,-33.37104833,High,High,True
-70.74302333,-33.37116667,High,High,True
-70.74332,-33.371285,High,High,True
-70.743685,-33.37151833,High,High,True
-70.74403333,-33.37180333,High,High,True
-70.744455,-33.37172667,High,High,True
-70.74474833,-33.37165833,High,High,True
-70.74509833,-33.37157833,Medium,High,False
-70.74551333,-33.37147333,Medium,High,False
-70.74585167,-33.37137833,Medium,High,False
-70.746175,-33.371305,Medium,High,False
-70.74658333,-33.37121833,High,High,True
-70.74700167,-33.37113333,High,High,True
-70.74750333,-33.37099833,High,High,True
-70.74796833,-33.37090333,High,High,True
-70.74842333,-33.37077333,Medium,High,False
-70.74887667,-33.370605,High,High,True
-70.74930333,-33.37046,High,High,True
-70.74975667,-33.37028833,High,High,True
-70.75022833,-33.37012833,High,High,True
-70.75077167,-33.37007833,High,High,True
-70.75133167,-33.37004,High,High,True
-70.75187333,-33.36999833,High,High,True
-70.75239,-33.36994667,High,High,True
-70.75288833,-33.36989333,High,High,True
-70.75339,-33.36982333,High,High,True
-70.75389,-33.36977667,High,High,True
-70.75427,-33.36970167,High,High,True
-70.75462333,-33.36980667,High,High,True
-70.75473,-33.37008833,High,High,True
-70.75487,-33.37042333,High,High,True
-70.75502833,-33.37080667,High,High,True
-70.75518,-33.37115833,High,High,True
-70.75534833,-33.37144,High,High,True
-70.755595,-33.37174667,Medium,High,False
-70.755865,-33.372055,Medium,High,False
-70.75621833,-33.372385,Medium,High,False
-70.75656333,-33.372755,Medium,High,False
-70.75688667,-33.37308667,Medium,High,False
-70.75716,-33.373435,High,High,True
-70.75742,-33.37369167,High,High,True
-70.75767333,-33.37383167,High,High,True
-70.75801333,-33.37375,High,High,True
-70.75847667,-33.37366333,High,High,True
-70.75900167,-33.373535,High,High,True
-70.75955667,-33.373395,High,High,True
-70.76007833,-33.37323,High,High,True
-70.760555,-33.373105,High,High,True
-70.76110833,-33.37298667,Medium,High,False
-70.76160833,-33.37286333,Medium,High,False
-70.76208167,-33.37273333,Medium,High,False
-70.76249167,-33.37266,Medium,High,False
-70.76288333,-33.37255833,Medium,High,False
-70.76326333,-33.372505,High,High,True
-70.76375667,-33.372385,High,High,True
-70.764315,-33.37227,High,High,True
-70.76485333,-33.37213667,Medium,High,False
-70.765415,-33.37201167,Medium,High,False
-70.76596667,-33.37184333,High,High,True
-70.76653,-33.37169833,High,High,True
-70.76712167,-33.37153333,High,High,True
-70.767675,-33.37136167,High,High,True
-70.768265,-33.37116667,High,High,True
-70.76885167,-33.37101167,High,High,True
-70.76940167,-33.37085333,High,High,True
-70.76993667,-33.37073,High,High,True
-70.77047833,-33.370575,Medium,High,False
-70.77100333,-33.37041833,High,High,True
-70.77151333,-33.37028833,High,High,True
-70.77206667,-33.37015,High,High,True
-70.77261833,-33.36999,High,High,True
-70.77320833,-33.369825,High,High,True
-70.77381333,-33.36965667,High,High,True
-70.77437833,-33.36952667,High,High,True
-70.77492667,-33.36932833,High,High,True
-70.77552833,-33.36922333,High,High,True
-70.77610167,-33.369075,High,High,True
-70.77665667,-33.36891333,High,High,True
-70.77722333,-33.36877333,High,High,True
-70.77778,-33.368625,High,High,True
-70.77828667,-33.368465,High,High,True
-70.778855,-33.36829167,High,High,True
-70.77935667,-33.36807,High,High,True
-70.77982167,-33.36776167,High,High,True
-70.78017167,-33.36757,High,High,True
-70.78054333,-33.36757333,High,High,True
-70.78105833,-33.36827,High,High,True
-70.78094333,-33.36868667,High,High,True
-70.78082667,-33.369085,High,High,True
-70.780745,-33.36946167,High,High,True
-70.78053,-33.36984,High,High,True
-70.78036,-33.370305,High,High,True
-70.78023833,-33.370785,High,High,True
-70.780075,-33.37126333,High,High,True
-70.77989667,-33.37173,High,High,True
-70.779745,-33.37220167,High,High,True
-70.779615,-33.37267833,High,High,True
-70.77953333,-33.373135,High,High,True
-70.77942,-33.37357667,High,High,True
-70.77929167,-33.37397667,High,High,True
-70.77914333,-33.37441667,High,High,True
-70.77901,-33.37482667,High,High,True
-70.77889833,-33.37516167,High,High,True
-70.77873,-33.37545167,High,High,True
-70.77851833,-33.375725,High,High,True
-70.77821667,-33.37599667,High,High,True
-70.77782333,-33.37621667,High,High,True
-70.77745333,-33.37636333,High,High,True
-70.77706167,-33.37662,High,High,True
-70.77668167,-33.376865,High,High,True
-70.77634167,-33.37707,High,High,True
-70.77598,-33.377295,High,High,True
-70.77562833,-33.377505,High,High,True
-70.77524333,-33.37773667,High,High,True
-70.774855,-33.37795333,High,High,True
-70.77445833,-33.37817,High,High,True
-70.77405667,-33.37844167,High,High,True
-70.77364833,-33.37865833,High,High,True
-70.77325833,-33.378915,High,High,True
-70.77287,-33.37914833,High,High,True
-70.77246667,-33.37939167,High,High,True
-70.77207667,-33.37961667,High,High,True
-70.77169833,-33.37983333,High,High,True
-70.77131,-33.380055,High,High,True
-70.770905,-33.3803,High,High,True
-70.77050833,-33.38055333,High,High,True
-70.77007667,-33.380785,High,High,True
-70.76963333,-33.38104667,High,High,True
-70.769195,-33.38132,High,High,True
-70.76873,-33.38161,High,High,True
-70.76826333,-33.38187,High,High,True
-70.76781333,-33.38215167,High,High,True
-70.76738667,-33.38239667,High,High,True
-70.766915,-33.38268167,High,High,True
-70.76643833,-33.38293667,High,High,True
-70.76597833,-33.383245,High,High,True
-70.76552167,-33.38352,High,High,True
-70.76506833,-33.38377667,High,High,True
-70.76457167,-33.38401667,High,High,True
-70.764085,-33.38435167,High,High,True
-70.76363833,-33.38462333,High,High,True
-70.76318333,-33.38490667,High,High,True
-70.76275,-33.38520333,High,High,True
-70.76228333,-33.38548833,High,High,True
-70.76180833,-33.38572833,High,High,True
-70.76138,-33.38596833,High,High,True
-70.76103333,-33.38617167,High,High,True
-70.76043,-33.38644333,High,High,True
-70.76012833,-33.38661833,Medium,High,False
-70.7598,-33.38684167,Medium,High,False
-70.75938333,-33.387125,High,High,True
-70.758985,-33.387365,High,High,True
-70.7586,-33.38760667,High,High,True
-70.758205,-33.38782333,High,High,True
-70.757805,-33.38805333,High,High,True
-70.75733167,-33.38828,High,High,True
-70.75685667,-33.388455,High,High,True
-70.75642167,-33.38867,High,High,True
-70.75613167,-33.38884833,High,High,True
-70.75586,-33.38902,High,High,True
-70.75548,-33.38908,High,High,True
-70.75525333,-33.38882167,High,High,True
-70.755015,-33.388555,High,High,True
-70.75479833,-33.388285,High,High,True
-70.75453667,-33.387965,High,High,True
-70.75426833,-33.38767,High,High,True
-70.75399833,-33.38740167,High,High,True
-70.75376833,-33.38718833,High,High,True
-70.75349833,-33.38692667,High,High,True
-70.75316167,-33.38662833,High,High,True
-70.75285667,-33.38636,High,High,True
-70.75261667,-33.38616667,High,High,True
-70.75237667,-33.38596333,High,High,True
-70.75214167,-33.38575333,High,High,True
-70.75196,-33.38553833,High,High,True
-70.75162,-33.38532333,High,High,True
-70.75128833,-33.38515167,High,High,True
-70.75093333,-33.38497167,High,High,True
-70.75065,-33.384805,High,High,True
-70.75037833,-33.384695,High,High,True
-70.75001833,-33.38465,High,High,True
-70.74972333,-33.384665,Medium,High,False
-70.74939333,-33.38468333,Medium,High,False
-70.74908667,-33.38471,Medium,High,False
-70.74880333,-33.38461333,Medium,High,False
-70.74853667,-33.38439667,Medium,High,False
-70.74825333,-33.384165,Medium,High,False
-70.74797667,-33.383925,Medium,High,False
-70.74766167,-33.38370167,High,High,True
-70.74737,-33.38345167,High,High,True
-70.747095,-33.38322,High,High,True
-70.74685,-33.38300833,High,High,True
-70.746375,-33.38259,High,High,True
-70.74613167,-33.38241333,High,High,True
-70.74582833,-33.38221833,High,High,True
-70.74554833,-33.38196833,High,High,True
-70.74527833,-33.38172167,High,High,True
-70.74501,-33.38147167,High,High,True
-70.74474333,-33.38121333,High,High,True
-70.74444167,-33.38097,Medium,High,False
-70.74415,-33.38073333,High,High,True
-70.74386167,-33.380515,High,High,True
-70.74364,-33.38022833,High,High,True
-70.74363833,-33.37989667,Medium,High,False
-70.74376667,-33.37956667,Medium,High,False
-70.74389667,-33.37922333,Medium,High,False
-70.744025,-33.378885,Medium,High,False
-70.744145,-33.37857667,High,High,True
-70.74422333,-33.37830167,High,High,True
-70.74409333,-33.37800167,High,High,True
-70.74389333,-33.37777667,High,High,True
-70.74367333,-33.37753,High,High,True
-70.74323167,-33.37754833,High,High,True
-70.74275667,-33.37764833,High,High,True
-70.74242167,-33.37772833,Medium,High,False
-70.74206833,-33.37780167,High,High,True
-70.741755,-33.37787333,High,High,True
-70.74135,-33.377955,High,High,True
-70.74097667,-33.37805,High,High,True
-70.74048833,-33.378185,High,High,True
-70.73995333,-33.37829667,High,High,True
-70.739785,-33.37799833,High,High,True
-70.73968833,-33.37773333,High,High,True
-70.73956667,-33.37748,High,High,True
-70.73941667,-33.37725333,High,High,True
-70.73926167,-33.377015,High,High,True
-70.73903,-33.37677333,High,High,True
-70.73868833,-33.37651,High,High,True
-70.73845833,-33.376355,High,High,True
-70.73820167,-33.37618667,High,High,True
-70.73796333,-33.37598333,High,High,True
-70.73777167,-33.37577167,High,High,True
-70.73761833,-33.37548167,High,High,True
-70.73763833,-33.37521667,High,High,True
-70.73778833,-33.37496167,High,High,True
-70.73795167,-33.374715,High,High,True
-70.73813333,-33.37446667,High,High,True
-70.73829667,-33.37418333,High,High,True
-70.73834667,-33.37385333,High,High,True
-70.73825667,-33.373515,High,High,True
-70.738065,-33.37321667,High,High,True
-70.73780167,-33.37295667,High,High,True
-70.73755,-33.37277,High,High,True
-70.73755333,-33.37245833,High,High,True
-70.73777,-33.37209167,High,High,True
-70.73751,-33.37187,High,High,True
-70.73714167,-33.37190333,High,High,True
-70.73673667,-33.37196167,High,High,True
-70.73639167,-33.37199167,High,High,True
-70.73604,-33.37201167,High,High,True
-70.73556,-33.37204667,High,High,True
-70.73505,-33.37213,High,High,True
-70.73455667,-33.37221,High,High,True
-70.734065,-33.37222833,High,High,True
-70.733525,-33.372315,High,High,True
-70.73297333,-33.37239,High,High,True
-70.73243667,-33.372465,High,High,True
-70.73190667,-33.37248167,High,High,True
-70.73138833,-33.372545,Medium,High,False
-70.73087333,-33.372605,Medium,High,False
-70.73036167,-33.37266833,High,High,True
-70.72997833,-33.37274,High,High,True
-70.72969333,-33.37295167,High,High,True
-70.72943,-33.37315,High,High,True
-70.729105,-33.373415,Medium,High,False
-70.72879,-33.37366,Medium,High,False
-70.72853833,-33.37386833,High,High,True
-70.72825333,-33.37407667,High,High,True
-70.72797667,-33.3743,High,High,True
-70.72766333,-33.37454,High,High,True
-70.727395,-33.37478333,High,High,True
-70.72709,-33.37503167,High,High,True
-70.72680333,-33.37523,High,High,True
-70.72655,-33.37545,High,High,True
-70.72623333,-33.375705,Medium,Medium,True
-70.72596,-33.37594,Medium,Medium,True
-70.725665,-33.376175,Medium,High,False
-70.72542167,-33.37637,High,High,True
-70.72506667,-33.37663,High,High,True
-70.72472333,-33.37691,High,Medium,False
-70.72438833,-33.37715667,High,High,True
-70.72407833,-33.37739667,High,Medium,False
-70.723805,-33.37761667,High,High,True
-70.723535,-33.37783,High,High,True
-70.723205,-33.378085,High,High,True
-70.72296167,-33.37829333,High,High,True
-70.7228,-33.37870167,High,High,True
-70.72300833,-33.37904667,High,High,True
-70.72316667,-33.37931333,High,High,True
-70.72332167,-33.37954667,High,High,True
-70.72348,-33.3798,Medium,High,False
-70.72365167,-33.38006333,Medium,High,False
